w1,w2,examples
['ПОХУДЕТЬ'],['РАСПОЛНЕТЬ'],"[['— Андрей был бы хорош, только он располнел очень, это к нему не идет. А я постарела, похудела сильно, оттого, должно быть, что сержусь в гимназии на девочек.', ['похудела'], ['располнел']]]"
"['ПОЯВЛЯТЬСЯ', 'ПОЯВЛЯТЬСЯ', 'ПОЯВЛЯТЬСЯ']","['ИСЧЕЗАТЬ', 'СКРЫВАТЬСЯ', 'ПРОПАДАТЬ']","[['Когда же за окном воет вьюга, стволы деревьев и ветви кустарников скроются и появятся снова, появятся только на мгновение и снова исчезнут в мутных облаках снега.', ['появятся'], ['исчезнут']], ['Блестели две звезды, одна, большая красноватая, блестела так весело и смело, а другая, только что вспыхнувшая, боязливо вздрагивала, то скрываясь, то появляясь вновь.', ['появляясь'], ['скрываясь']], ['Кругом на горизонте появлялись и пропадали какие-то огни.', ['появлялись'], ['пропадали']]]"
"['ПРАВДА', 'ПРАВДА', 'ПРАВДА', 'ПРАВДА']","['ЛОЖЬ', 'НЕПРАВДА', 'ОБМАН', 'ВРАНЬЕ']","[['К каждому документу надо относиться критически, искать, где в нем правда, где ложь.', ['правда'], ['ложь']], ['Все в них субъективно, а потому наполовину они — ложь, наполовину — ни то ни се, середка между ложью и правдой.', ['правдой'], ['ложь']], ['Каждый рассказ являлся пред нами кружевом, в котором преобладали черные нити — это была правда, и встречались нити ярких цветов — ложь.', ['правда'], ['ложь']], ['Ложь стоит до правды.', ['правды'], ['Ложь']], ['Лучше горькая правда, чем сладкая ложь.', ['правда'], ['ложь']], ['У него было две жизни: одна явная, которую видели и знали все, кому это нужно было, полная условной правды и условного обмана, похожая совершенно на жизнь его знакомых и друзей, а другая — протекавшая тайно.', ['правды'], ['обмана']], ['Иной раз вранье-то лучше правды объясняет человека.', ['правды'], ['вранье']]]"
['ПРАВИЛЬНЫЙ'],['ЛОЖНЫЙ'],"[['— Подумать я могу все, что мне подумается, — сказал Шмелев, понимая, что его первое впечатление было правильным, а второе — ложным, и радуясь этому.', ['правильным'], ['ложным']], ['Источником всякого познания могут быть только ощущения, но отсюда идут два пути— один правильный, другой ложный.', ['правильный'], ['ложный']]]"
['ПРЕВОСХОДНЫЙ'],['СКВЕРНЫЙ'],"[['Оказалсяя превосходным нищим; благодаря моему нищенскому красноречию мой участок имеет теперь 2 превосходных барака со всей обстановкой и бараков пять не превосходных, а скверных.', ['превосходным'], ['скверных']]]"
['ПРЕЗИРАТЬ'],['ЛЮБИТЬ'],"[['Только в пьяном виде он и может говорить умно, мыслить, зарабатывать себе кусок хлеба, и любить ближнего, презирать. Трезвый же он вял, глуп, жесток.', ['презирать'], ['любить']], ['Вообще жизнь люблю, но нашу жизнь, уездную, русскую, обывательскую терпеть не могу и презираю ее всеми силами моей души.', ['презираю'], ['люблю']]]"
['ПРЕЛЕСТНЫЙ'],['УРОДЛИВЫЙ'],"[['Для матери нет разницы между ребенком уродливым и прелестным.', ['прелестным'], ['уродливым']]]"
['ПРЕУВЕЛИЧИВАТЬ'],['ПРЕУМЕНЬШАТЬ'],"[['Лопатин не преуменьшал и не преувеличивал свои горечи.', ['преувеличивал'], ['преуменьшал']]]"
"['ПРИБЛИЖАТЬ', 'ПРИБЛИЖАТЬ']","['ОТДАЛЯТЬ', 'УДАЛЯТЬ']","[['И черт ее побери эту работу, если она отдалит меня от людей сердцем, а не приблизит к ним, лучше, как буддист, пойти побираться с кубышкой.', ['приблизит'], ['отдалит']], ['Дело не в том, что вы сделали, а в том, что у вас в душе; важна та работа, которая совершается в душе, приближая нас к Богу; а я уверен,что все то,что вы пережили,не удалило вас, а приблизило', ['приближая'], ['удалило']]]"
"['ПРИБЛИЖАТЬСЯ', 'ПРИБЛИЖАТЬСЯ']","['УДАЛЯТЬСЯ', 'ОТДАЛЯТЬСЯ']","[['Синцову показалось, что он стоит на одном месте, не приближаясь и не удаляясь.', ['приближаясь'], ['удаляясь']], ['Идя параллельно к нам, он часто может отставать от нас, он может удаляться или приближаться к нам.', ['приближаться'], ['удаляться']], ['А Катя все шла. Так медленно, — мне даже показалось, будто она не приближалась, а удалялась.', ['приближалась'], ['удалялась']], ['— Вот какое дело.. — нерешительно начал Каргин, и я услышал то приближающиеся, то удаляющиеся шаги: очевидно, Каргин начал ходить по кабинету.', ['приближающиеся'], ['удаляющиеся']], ['По лесу катились незнакомые звуки, приближаясь и отдаляясь, и внезапно наполнили лес.', ['приближаясь'], ['отдаляясь']]]"
['ПРИЗЕМЛЯТЬСЯ'],['ВЗЛЕТАТЬ'],"[['Сто раз корабль взлетал и приземлялся, Многомоторен и тяжелокрыл.', ['приземлялся'], ['взлетал']]]"
['ПРОВАЛ'],['УСПЕХ'],"[['По-прежнему визжа, и мяукая, и лязгая, продолжали лететь шрапнели и гранаты, и Ковалевский вдруг понял, что атака, в успехе которой он не сомневался еще утром, обречена на провал.', ['провал'], ['успехе']], ['От подбора, воспитания и обучения кадров зависит успех или провал дела.', ['провал'], ['успех']]]"
['ПРОВАЛ'],['ПОБЕДА'],"[['Актер неровный, с капризным вдохновением, в дальнейшем наряду со сладостью побед познавший и жгучую боль провалов.', ['провалов'], ['побед']], ['Там началась моя сознательная работа после всех опытов, проб, подходов, помощи гастролеров и товарищей, провалов и случайных побед.', ['провалов'], ['побед']]]"
['ПРОГРЕСС'],['РЕГРЕСС'],"[['Мы имеем критерий для суждения о том, что является в обществе прогрессом, а что регрессом.', ['прогрессом'], ['регрессом']]]"
['ПРОСТОЙ'],['СЛОЖНЫЙ'],"[['Иэтот труд из простого, чисто физического труда превращается в сложный, требующий повышенной квалификации и повышенной грамотности.', ['простого'], ['сложный']], ['Есть приметы простые и сложные.', ['простые'], ['сложные']], ['Пирогов говорил, что аппендицит— это очень простая и в то же время сложная операция.', ['простая'], ['сложная']], ['Для детской литературы важен и толстовский способ постепенного раскрытия и усложнения темы, перехода от простого к более сложному — сперва в сказке или были, потом в рассуждении или обобщающем рассказе Иначе говоря, сложное можно показать в простом, целое в изображении частного.', ['простого'], ['сложному']]]"
"['ПРОСТОЙ', 'ПРОСТОЙ', 'ПРОСТОЙ']","['ЗАМЫСЛОВАТЫЙ', 'ЗАТЕЙЛИВЫЙ', 'МУДРЁНЫЙ']","[['Профессор был оратор в истинном значении слова — человек, не употреблявший никаких замысловатых фраз, говоривший простым русским языком.', ['простым'], ['замысловатых']], ['— Простые, грубые игрушки нравились ему больше затейливых и дорогих, — быстро-быстро и захлебываясь словами, говорил отец.', ['Простые'], ['затейливых']], ['Не верю, друзья моего отца, глубоко, слишком искренно не верю вашим простым речам о мудреных вещах, всему тому, до чего вы дошли своим умом!', ['простым'], ['мудреных']]]"
['ПРОСТОТА'],['СЛОЖНОСТЬ'],"[['В сущности говоря, это искание не сложности, а простоты, но не простоты элементарного куба, а особой, каждый раз совсем иной простоты.', ['простоты'], ['сложности']], ['Противоречивость его заключена в присутствии двух взаимоисключающих, казалось бы, одна другую крайностей: чрезвычайной сложности и чрезмерной простоты.', ['простоты'], ['сложности']]]"
['ПРОСТРАННО'],['ТЕСНО'],"[['И в душе его (человека) тесно, а не пространно, все должно быть рассчитано и правильно распределено.', ['пространно'], ['тесно']]]"
"['ПРОТИВНИК', 'ПРОТИВНИК']","['СТОРОННИК', 'СОРАТНИК']","[['Сторонников Ленина, получивших большинство голосов при выборах, стали называть большевиками; противников Ленина, оказавшихся в меньшинстве,— меньшевиками. Краткая биография.', ['противников'], ['Сторонников']], ['Каждый шаг открывал новое, каждый встречный мог оказаться соратником или противником.', ['противником'], ['соратником']]]"
['ПЬЯНЕТЬ'],['ТРЕЗВЕТЬ'],"[['Он (Самгин) уже не первый раз наблюдал фокусническое уменье Лютова пьянеть и трезветь.', ['пьянеть'], ['трезветь']]]"
['ПЬЯНЫЙ'],['ТРЕЗВЫЙ'],"[['— Пей, старина, — угощал Артур. — Лучше быть пьяным и веселым, чем трезвым и скучным. ', ['пьяным'], ['трезвым']], ['Почему трезвый и сытый покойно спит у себя дома,а пьяный и голодный должен бродить по полю, не зная приюта? Хорошо создан мир, только зачем и с какой стати, думал фельдшер, люди делят друг друга на трезвых и пьяных.', ['пьяный'], ['трезвый']], ['Что у трезвого на уме, то у пьяного на языке.', ['пьяного'], ['трезвого']], ['Трезвого дума, а пьяного речь.', ['пьяного'], ['Трезвого']], ['Нелюбит глупый умного, а пьяный трезвого.', ['пьяный'], ['трезвого']]]"
"['РАДОВАТЬ', 'РАДОВАТЬ']","['ОГОРЧАТЬ', 'РАССТРАИВАТЬ']","[['Меня так же мало радует твой выигрыш, как огорчает проигрыш.', ['радует'], ['огорчает']], ['Ему было стыдно за эти пятнадцать минут, которые он продремал, не дождавшись ее, но говорить, что он не спал всю ночь, он не хотел, — это, наверное, огорчило бы ее больше, чем обрадовало.', ['обрадовало'], ['огорчило']], ['Зрелище ничтожества людей не огорчало Клима Ивановича Самгина, но и не радовало его.', ['радовало'], ['огорчало']], ['Я долго не отвечал тебе на твое последнее письмо, которое и обрадовало, и огорчило меня, не отвечал потому, что, получив его, я думал еще зимним путем ехать в Тамбов; но случились новые затеи: план об издании журнала, переписка и ожидание ответов по этому делу, которые задержали меня.', ['обрадовало'], ['огорчило']], ['Радовать отца — расстраивать отца.', ['Радовать'], ['расстраивать']], ['Она всегда радуется, когда все идет хорошо, и огорчается, когда идет плохо.', ['радуется'], ['огорчается']], ['Таня не знала, радоваться или огорчаться.', ['радоваться'], ['огорчаться']], ['Мальчик он был бойкий, веселый, разговорчивый, но как только дело или разговор касался школы, Михайло делался как каменный: не огорчается, не радуется, а смотрит как-то осторожно.', ['радуется'], ['огорчается']]]"
['РАДОВАТЬСЯ'],['ПЕЧАЛИТЬСЯ'],"[['Поэт радовался неиссякаемой талантливости народа и печалился о его судьбе.', ['радовался'], ['печалился']], ['Благоразумен тот, кто не печалится о том, чего он не имеет, но радуется тому, что имеет.', ['радуется'], ['печалится']], ['Не знаю, радоваться ли мне или печалиться.', ['радоваться'], ['печалиться']], ['Я долго стоял на берегу родной реки, радуясь и печалясь, невольно вспоминая давние, навсегда отжитые времена.', ['радуясь'], ['печалясь']]]"
"['РАДОВАТЬСЯ', 'РАДОВАТЬСЯ']","['ГОРЕВАТЬ', 'СКОРБЕТЬ']","[['И нельзя было понять, радуется он или горюет.', ['радуется'], ['горюет']], ['Скорбеть надо, а не радоваться.', ['радоваться'], ['Скорбеть']], ['Прости меня, что радуюсь, скорбя, Переживая горести, удачи, Я не щадил как следует тебя.', ['радуюсь'], ['скорбя']]]"
['РАДОСТНЫЙ'],['ГОРЬКИЙ'],"[['Горькая улыбка — радостная улыбка.', ['радостная'], ['Горькая']], ['Горький смех — радостный смех.', ['радостный'], ['Горький']]]"
"['РАДОСТЬ', 'РАДОСТЬ', 'РАДОСТЬ', 'РАДОСТЬ']","['ГОРЕ', 'ГОРЕЧЬ', 'ГОРЕСТЬ', 'СКОРБЬ']","[['Пишут и коллективы, и одиночки, сигнализируют о недостатках, указывают пути к их исправлению, делятся и радостью и горем.', ['радостью'], ['горем']], ['— Ничего..Русскийчеловек крепкийне горем,а радостью.', ['радостью'], ['горем']], ['Не изведав горя, не оценишь радости.', ['радости'], ['горя']], ['Горе старит, а радость молодит. ', ['радость'], ['Горе']], ['Посещение Торвальдсена доставило Кипренскому величайшую горечь и радость.', ['радость'], ['горечь']], ['Анна, умевшая хорошо читать радости и горести в душах других, решила прервать беседу.', ['радости'], ['горести']], ['Он смотрел на это дорогое, освещенное годами взаимных радостей, горестей и обид лицо.', ['радостей'], ['горестей']], ['Любовь приводит к одному, — Вы, любящие, верьте! Сквозь скорбь и радость, свет и тьму — К блаженно-страшной смерти!', ['радость'], ['скорбь']], ['И кто теперь с войсками шел, Тому забыть едва ли И скорбь и радость наших сел, Что по пути лежали.', ['радость'], ['скорбь']]]"
"['РАДОСТЬ', 'РАДОСТЬ']","['МУКА', 'СТРАДАНИЕ']","[['От нас останутся на земле, быть может, только выцветшие фотографии, и они никогда никому ничего не скажут о радостях и муках нашего бытия, поглощенных неизвестностью.', ['радостях'], ['муках']], ['Лучше не знать того, что приносит минуты радости и годы страданий.', ['радости'], ['страданий']], ['Страдания и радости всехлюдей становятся его (писателя) уделом.', ['радости'], ['Страдания']], ['В семейной жизни не одни радости, но и страдания.', ['радости'], ['страдания']]]"
['РАДОСТЬ'],['ПЕЧАЛЬ'],"[['Я должна тебе напомнить это, ибо я правдива и для меня нет ни печали, ни радости, ни добра, ни зла.', ['радости'], ['печали']], ['Пусть радость и печаль своих коней не гонят,', ['радость'], ['печаль']], ['Ни радости — вечной, ни печали — бесконечной.', ['радости'], ['печали']], ['От радости кудри вьются, а от печали — секутся. ', ['радости'], ['печали']], ['Добрый сын — отцу радость, а худой печаль приносит.', ['радость'], ['печаль']]]"
"['РАДОСТЬ', 'РАДОСТЬ']","['ГОРЕ', 'ГОРЕСТЬ']","[['Где радость, там и горе.', ['радость'], ['горе']], ['Со всех концов страны люди писали Горькому о своих горестях и радостях, даже не требуя ответа.', ['радостях'], ['горестях']], ['Потребность быть среди людей, жить их горестями и радостями особенно возросла в суровые дни Великой Отечественной войны.', ['радостями'], ['горестями']], ['Тянулась жизнь — как и у всех, кто живет, — богатая длинными горестями и бедная короткими радостями.', ['радостями'], ['горестями']]]"
['РАДОСТЬ'],['ОГОРЧЕНИЕ'],"[['Здесь я нашел свое личное счастье, нашел и спутника моей жизни, нашел жену, которая разделила со мной двадцать пять лет жизни, радостей и огорчений.', ['радостей'], ['огорчений']], ['А умирать мне не хочется потому что — жил я плохо, в обидах и огорчениях, радостей же — не было в жизни моей.', ['радостей'], ['огорчениях']]]"
['РАДОСТЬ'],['ПЕЧАЛЬ'],"[['Тот самый трудный новоселья срок, Что все вмещали беды и печали, И радости нехоженых дорог.', ['радости'], ['печали']]]"
"['РАЗГОРАТЬСЯ', 'РАЗГОРАТЬСЯ']","['ГАСНУТЬ', 'ЗАТУХАТЬ']","[['Всю ночь огонь костра то разгорается, то гаснет.', ['разгорается'], ['гаснет']], ['Пламя то разгоралось, то затухало.', ['разгоралось'], ['затухало']]]"
['РАЗДЕЛЕНИЕ'],['СОЕДИНЕНИЕ'],"[['Так как понятие лишено структуры и, следовательно, в нем нет ни соединения, ни разделения, то оно по этой причине не может быть ни истинным, ни ложным.', ['разделения'], ['соединения']]]"
['РАЗЛИЧИЕ'],['ТОЖДЕСТВО'],"[['Общая процедура исследования заключалась бы в проверке «Минимальных пар» в системе КИН и получении информации от носителей данного языка относительно тождеств и различий в их значениях.', ['различий'], ['тождеств']]]"
['РАЗНОГЛАСИЕ'],['СОГЛАСИЕ'],"[['Недостает внешнего согласия в верованиях, — я говорю внешнего, потому что думаю, что разногласие только внешнее, и всегда уверен, что оно уничтожится.', ['разногласие'], ['согласия']]]"
['РАЗНОГЛАСИЕ'],['СОГЛАСИЕ'],"[['Главное же то, что как индусы под шестьдесят лет уходят в леса, как всякому старому религиозному человеку хочется последние года своей жизни поевятить Богу, а не шуткам, каламбурам, сплетням, теннису, так и мне, вступая в свой семидесятый год, всеми силами души хочется этого спокойствия, уединения и хотя неполного согласия, но не кричащего разногласия своей жизни с своими верованиями, с своей совестью.', ['разногласия'], ['согласия']]]"
"['РАЗРЕШАТЬ', 'РАЗРЕШАТЬ']","['ЗАПРЕЩАТЬ', 'ВОСПРЕЩАТЬ']","[['Попробуйте разрешить малышу то, что папа имама строжайше запрещают, — он воспользуется вашим попустительством, но поглядите на его мордашку: ему неудобно, что он не удержался от соблазна, он сконфужен и в глубине души вас осуждает.', ['разрешить'], ['запрещают']], ['Ее забавляло, вероятно, то, чем наслаждался Гронтовский, то есть право разрешать и запрещать.', ['разрешать'], ['запрещать']], ['Разрешать проезд — воспрещать проезд.', ['Разрешать'], ['воспрещать']]]"
"['РАЗРУШАТЬ', 'РАЗРУШАТЬ']","['СТРОИТЬ', 'ВОЗДВИГАТЬ']","[['Города разрушал я, истреблял племена, я, строил храмы, Города воздвигал богам.', ['разрушал'], ['строил']]]"
"['РАЗРУШАТЬ', 'РАЗРУШАТЬ', 'РАЗРУШАТЬ', 'РАЗРУШАТЬ']","['СОЗДАВАТЬ', 'СОЗИДАТЬ', 'ТВОРИТЬ', 'СТРОИТЬ']","[['Говорят, что мы не способны создавать, что мы головотяпы, что мы умеем только разрушать.', ['разрушать'], ['создавать']], ['Нам нужно сейчас как можно скорее показать, что мы способны не только разрушать, но умеем и созидать.', ['разрушать'], ['созидать']], ['Жизнь идет неустанной стопой, предавая забвенью былое, разрушая и снова творя.', ['разрушая'], ['творя']], ['Ему захотелось пожаловаться на то, как болеет он душой, одновременно строя и разрушая обобществленное хуторское хозяйство.', ['разрушая'], ['строя']], ['Не учись разрушать, а учись строить.', ['разрушать'], ['строить']]]"
['РАСТЯГИВАТЬ'],['СЖИМАТЬ'],"[['Желательно, чтобы вышло два листа. И сообразно с этим нужно растягивать или сжимать.', ['растягивать'], ['сжимать']]]"
['РАСЦВЕТ'],['УПАДОК'],"[['Он (Гетнер) несомненный прогрессист, различает времена расцвета и времена упадка по степени соответствия либеральным принципам свободы и разума и печально смотрит на современную ему Германию.', ['расцвета'], ['упадка']]]"
['РАСЦВЕТАТЬ'],['УВЯДАТЬ'],"[['Цветы, расцветая и увядая, радуют глаз человека — можно думать, что это их назначение.', ['расцветая'], ['увядая']]]"
['РАСЧЛЕНЯТЬ'],['СОЧЛЕНЯТЬ'],"[['Федерация не расчленяет (не дифференцирует, не разделяет, не дробит), а сочленяет (интегрирует, единит, сращивает).', ['расчленяет'], ['сочленяет']]]"
"['РАСШИРЯТЬ', 'РАСШИРЯТЬ']","['СОКРАЩАТЬ', 'СЖИМАТЬ']","[['Лишь стихийные колебания цен вокруг стоимости заставляют товаропроизводителей расширять или сокращать производство тех или иных товаров.Политическая экономия.', ['расширять'], ['сокращать']], ['Она (школа пения) учит, как надо тянуть звук, как его расширять, сокращать, но она не учит понимать психологию изображаемого лица, не рекомендует изучать эпоху, создавшую его.', ['расширять'], ['сокращать']], ['Теория климатического влияния, изложенная последним (Монтескье), опирается на простое наблюдение, холод сжимает нервы, а жар расширяет их.', ['расширяет'], ['сжимает']]]"
['РАСШИРЯТЬ'],['СЖИМАТЬ'],"[['Я говорил Вам, что соразмерно объему, требуемому равенством толщины обоих томов, я расширю или сожму во втором томе (то есть в рукописи для него) изложение содержания юношеских литературных опытов Добролюбова (не бывших напечатанными).', ['расширю'], ['сожму']]]"
['РАСШИРЯТЬСЯ'],['СУЖИВАТЬСЯ'],"[['Улицы то суживались, то расширялись, перерезывали одна другую.', ['расширялись'], ['суживались']]]"
['РАСШИРЯТЬСЯ'],['СОКРАЩАТЬСЯ'],"[['Ему предоставлялась внутренность какого-то пружинного механизма: массы спиральных пружин сокращаются и расширяются, взаимно сообщая друг другу силу и движение, и из этого движения рождается мысль.', ['расширяются'], ['сокращаются']], ['Производство расширяется — производство сокращается.', ['расширяется'], ['сокращается']]]"
"['РЕДКИЙ', 'РЕДКИЙ']","['ГУСТОЙ', 'ЧАСТЫЙ']","[['Редкий гребень — частый гребень.', ['Редкий'], ['частый']], ['Редкий посев — частый посев.', ['Редкий'], ['частый']], ['Редкое сито — частое сито.', ['Редкое'], ['частое']]]"
['РЕДКИЙ'],['ЧАСТЫЙ'],"[['Очевидно, вероятностная организация прошлого опыта создается в результате накопления в памяти сведений о частотах появления различных событий в рамках данного вида деятельности, в результате чего одни события квалифицируются как частые, другие — как редкие.', ['редкие'], ['частые']], ['Редкие удары грома — частые удары грома.', ['Редкие'], ['частые']], ['Редкие выстрелы — частые выстрелы.', ['Редкие'], ['частые']]]"
['РЕДКИЙ'],['РАСПРОСТРАНЁННЫЙ'],"[['И оказалось, что болезнь эта вовсе не редкая и не редчайшая, а самая распространенная, та, с которой непременно и много раз придется иметь дело будущим медикам.', ['редкая'], ['распространенная']]]"
['РЕДКО'],['ЧАСТО'],"[['А мины не часто, но и не редко продолжали рваться в шахматном порядке по всему снежному полю.', ['редко'], ['часто']], ['Чем беднее люди, тем чаще это делается от души, чем богаче — тем реже.', ['реже'], ['чаще']], ['И чем дольше шла война, тем реже люди вспоминали свои брошенные дома и тем чаще и упрямее вспоминали только покинутые города.', ['реже'], ['чаще']]]"
"['РЕЗКИЙ', 'РЕЗКИЙ']","['МЯГКИЙ', 'СЛАБЫЙ']","[['Вообще в ландшафте здесь безраздельно господствуют мягкие линии. Ни одного излома, ни одного резкого поворота или подъема.', ['резкого'], ['мягкие']], ['Мягкие черты лица — резкие черты лица.', ['резкие'], ['Мягкие']], ['Мягкие линии рисунка — резкие линии рисунка.', ['резкие'], ['Мягкие']], ['Резкая линия рта — слабая линия рта.', ['Резкая'], ['слабая']]]"
['РЕЗКО'],['СЛАБО'],"[['Все время, однако, то слабее, то резче, проступали в этом сне тени его подлинной шахматной жизни.', ['резче'], ['слабее']]]"
['РОБОСТЬ'],['СМЕЛОСТЬ'],"[['Робость мешает — смелость помогает.', ['Робость'], ['смелость']]]"
['РОДИНА'],['ЧУЖБИНА'],"[['На чужбине и калач не в радость, а на родине и чужой хлеб в сладость.', ['родине'], ['чужбине']], ['На чужбине и сладкое в горчицу, а на родине и хрен за леденец.', ['родине'], ['чужбине']]]"
['РОЖДАТЬСЯ'],['УМИРАТЬ'],"[['Все земное, как человек, родится, переживает юность, зрелый возраст, старится, умирает.', ['родится'], ['умирает']], ['В жизни не было больших изменений — человек рождался в одной квартире и в ней же умирал на старости.', ['рождался'], ['умирал']], ['Они не заглядывали в родные поместья, в старинные усадьбы, где родились, вырастали и умирали их предки Много прошло годов, травою и лесом покрыты французские и русские забытые могилы; умирали, родились и вырастали поколения людей. Несказанно изменилась сама жизнь.', ['родились'], ['умирали']], ['Со мной в руке — почти что горстка пыли — Мои стихи! -я вижу: на ветру Ты ищешь дом, где родилась я — или В котором я умру.', ['родилась'], ['умру']]]"
['РОЖДЕНИЕ'],['СМЕРТЬ'],"[['Две точки — рождение и смерть, прямая — жизнь.', ['рождение'], ['смерть']], ['Увеликих людей не две даты их бытия в истории — рождение и смерть, а только одна дата: их рождение.', ['рождение'], ['смерть']]]"
['СВЕРХУ'],['СНИЗУ'],"[['Земля сотрясается. Это где-нибудь, снизу или сверху, справа или слева, прошел поезд..', ['сверху'], ['снизу']], ['Сверху мех — снизу подкладка.', ['Сверху'], ['снизу']], ['Четыре «мессершмита», выйдя из боя, обложили Алексея с боков, зажали сверху и снизу и, диктуя ему путь пулевыми трассами взяли его в двойные «клещи».', ['сверху'], ['снизу']], ['А сверху тянет солнечным теплом, А снизу припекает легким жаром.', ['сверху'], ['снизу']], ['Лестницу надо мести сверху, а не снизу.', ['сверху'], ['снизу']], ['Сверху легко плевать, попробуй-ка снизу.', ['Сверху'], ['снизу']], ['Крестьянские «бунты», возрастая с каждым десятилетием перед освобождением, заставили первого помещика, Александра 1, признать, что лучше освободить сверху, чем ждать, пока свергнут снизу.', ['сверху'], ['снизу']], ['Различные классы населения были до того разделены предрассудками, гордостью сверху и раболепством снизу, что представлялись какими-то египетскими кастами.', ['сверху'], ['снизу']], ['Кажется, нет в мире положения более безвыходного, чем то, в котором очутилась русская интеллигенция, — положение между двумя гнетами: гнетом сверху, самодержавного строя, и гнетом снизу, темной народной стихии, не столько ненавидящей, сколько не понимающей — но иногда непонимание хуже всякой ненависти.', ['сверху'], ['снизу']], ['— Спасибо, член Военного Совета поддержал.Только сверху отбился, а ты уже снизу жмешь.', ['сверху'], ['снизу']]]"
"['СВЕРХУ', 'СВЕРХУ']","['ВНИЗУ', 'СНИЗУ']","[['Четверть небосклона покрылась дымом, красным внизу и серочерным сверху.', ['сверху'], ['внизу']], ['Облака все чернели снизу и все набухали сверху.', ['сверху'], ['снизу']], ['Рама зеркала была сверху, справа и слева закрыта повешенным на него белым полотенцем, а снизу ее скрывали рамки карточек.', ['сверху'], ['снизу']]]"
"['СВЕТ', 'СВЕТ', 'СВЕТ']","['ТЬМА', 'ТЕМНОТА', 'МРАК']","[['Чтобы тьма была тьмой,надо противопоставитьей свет.', ['свет'], ['тьма']], ['Да будет вечной та минута, Когда во тьме сверкал нам свет Двадцатикратного салюта — Сиянье залпов и ракет.', ['свет'], ['тьме']], ['Свет стоит до тьмы, тьма до свету.', ['свет'], ['тьмы']], ['Наступила пасмурная минута, предшествующая обыкновенно рассвету, полной победе света над тьмой.', ['света'], ['тьмой']], ['Погасив свет, он долго лежал, глядел в темноту, — текли, текли одинокие мысли.', ['свет'], ['темноту']], ['Позади концессионеров пылал светом и гремел музыкой пароход, а впереди, на высоком берегу, был мрак уездной полночи, собачий лай и далекая гармошка.,.', ['светом'], ['мрак']], ['Идешь и даже не верится, что где-то есть свет. Мрак, первозданный мрак стоит стеной.', ['свет'], ['мрак']], ['Катенин тупо смотрел, приникнув к окну, как мотается под фонарями, то пересекая круги света, то пропадая в полосах мрака, длинная костлявая фигура с болтающимися руками.', ['света'], ['мрака']]]"
"['СВЕТ', 'СВЕТ']","['ТЕМНОТА', 'ТЬМА']","[['Вы, подобно человеку, вышедшему из темноты на яркий свет, кажетесьслепцами.', ['свет'], ['темноты']], ['Выйти на свет — уйти во тьму.', ['свет'], ['тьму']]]"
['СВЕТ'],['ТЬМА'],"[['Философское познание — это переход от тьмы к свету, — рассуждает Плутарх.', ['свету'], ['тьмы']], ['— Ученье свет, неученье тьма — слышали, чай?', ['свет'], ['тьма']], ['За мной, кто смел! Да сгинет тьма! Душе живой — в ней места нет! Зажжем сердца огнем ума, И воцарится всюду свет.', ['свет'], ['тьма']], ['Жизнь — вдвиженьи бесконечном: Радость — горе, тьма и свет. Репутации беречь нам Не приходится — их нет.', ['свет'], ['тьма']], ['В нем воляк миру против бойни, В нем воляк свету против тьмы, В нем воляк жизни, нас достойной, К добру. Иволя эта — мы!', ['свету'], ['тьмы']]]"
['СВЕТ'],['ТЕНЬ'],"[['В верных, чутких сочетаниях света и тени, тонов и полутоновя вижу больше живописи, чем в той яркости красок, которую предпочитают многие.', ['света'], ['тени']], ['Не прибегая к резким контрастам света и тени, помогающим выявлению объема, художник создает свой шедевр с поразительным знанием дела и чувством утонченного такта.,.', ['света'], ['тени']], ['Он (Серов) не терпел грубых эффектов в живописи, бликов, резких контрастов света и тени.', ['света'], ['тени']]]"
['СВЕТЛЕТЬ'],['ТЕМНЕТЬ'],"[['В темных пустых комнатах,через которые я прохожу, мутно сереютокна,от налетающихвихрейони то светлеют,то темнеют.', ['светлеют'], ['темнеют']], ['Если б в это мгновение Инсаров поднял глаза на Елену, он бы заметил, что лицо ее все больше светлело, чем больше он сам хмурился и темнел.', ['светлело'], ['темнел']], ['Ее платье светлело вдали. — Ее платье темнело вдали.', ['светлело'], ['темнело']]]"
['СВЕТЛЫЙ'],['ТЁМНЫЙ'],"[['Это — маленькая комнатка, не такая темная и прокопченная, как у Мирона, а светлая, чистая.', ['светлая'], ['темная']], ['Получалось так: вот светлое поле, вот темное небо, вот вышка, вот мой автомат.', ['светлое'], ['темное']], ['Вновь увиделя столовую темного дуба и гостиную светлого ореха.', ['светлого'], ['темного']], ['Море темное — синее, небо светлое — голубое.', ['светлое'], ['темное']], ['Летели клочья темных и светлых волос.', ['светлых'], ['темных']]]"
